Survey Date,Time,Survey DID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
6/6/19,11:51:07,7777,,,,,,,,
6/6/19,11:50:34,9999,10,5,5,5,1,2,2,7
6/6/19,11:50:29,7777,8,5,4,4,1,1,2,6
6/6/19,11:49:43,8888,10,5,5,5,1,1,2,7
6/6/19,11:48:03,7777,,,,,,,,
6/6/19,11:47:39,9999,,,,,,,,
6/6/19,11:47:16,8888,10,5,4,5,1,1,1,7
6/6/19,11:45:59,8888,,,,,,,,
6/6/19,11:44:48,9999,,,,,,,,
6/6/19,11:44:23,9999,10,5,1,5,2,1,2,7
6/6/19,11:43:58,7777,10,5,4,4,1,2,2,7
6/6/19,11:41:50,7777,,,,,,,,
6/6/19,11:41:22,8888,,,,,,,,
6/6/19,11:41:18,8888,10,5,5,5,2,2,2,7
6/6/19,11:40:22,9999,7,5,0,3,2,1,1,3
6/6/19,11:38:38,8888,,,,,,,,
6/6/19,11:38:07,7777,6,5,3,3,1,1,1,7
6/6/19,11:33:56,7777,,,,,,,,
6/6/19,11:33:02,7777,,,,,,,,
6/6/19,11:32:27,8888,,,,,,,,
6/6/19,11:32:19,8888,8,5,3,3,1,1,1,7
6/6/19,11:32:03,7777,10,5,5,5,1,1,2,1
6/6/19,11:30:39,8888,8,5,4,5,2,1,1,2
6/6/19,11:29:29,8888,,,,,,,,
6/6/19,11:27:44,7777,,,,,,,,
6/6/19,11:26:04,7777,,,,,,,,
6/6/19,11:23:45,8888,,,,,,,,
6/6/19,11:22:31,7777,,,,,,,,
6/6/19,11:21:26,8888,10,5,5,5,1,1,2,7
6/6/19,11:21:13,7777,,,,,,,,
6/6/19,11:20:37,8888,10,5,5,5,1,1,2,7
6/6/19,11:17:40,7777,7,4,,,,,,
6/6/19,11:17:25,7777,,,,,,,,
6/6/19,11:17:25,8888,,,,,,,,
6/6/19,11:15:27,8888,,,,,,,,
6/6/19,11:13:48,8888,10,5,5,5,1,1,2,7
6/6/19,11:13:12,9999,,,,,,,,
6/6/19,11:12:01,8888,,,,,,,,
6/6/19,11:09:38,7777,1,5,1,1,2,1,1,6
6/6/19,11:09:29,8888,8,5,3,3,1,1,2,7
6/6/19,11:09:08,8888,,,,,,,,
6/6/19,11:08:55,8888,10,5,5,5,1,1,2,7
6/6/19,11:08:09,7777,10,5,5,5,1,1,2,7
6/6/19,11:07:04,7777,,,,,,,,
6/6/19,11:06:49,8888,10,5,5,5,1,2,1,7
6/6/19,11:06:46,7777,,,,,,,,
6/6/19,11:06:46,8888,,,,,,,,
6/6/19,11:06:21,9999,9,5,5,5,1,2,2,7
6/6/19,11:04:46,7777,8,5,4,4,1,1,1,7
6/6/19,11:04:36,8888,10,5,5,5,1,2,2,7
6/6/19,11:04:34,7777,10,5,5,5,1,1,1,7
6/6/19,11:02:48,9999,10,5,5,5,1,1,2,7
6/6/19,11:02:20,9999,10,5,5,5,1,2,2,1
6/6/19,10:58:37,8888,9,5,4,4,1,2,2,1
6/6/19,10:57:58,7777,,,,,,,,
6/6/19,10:54:18,7777,,,,,,,,
6/6/19,10:53:08,8888,,,,,,,,
6/6/19,10:50:25,7777,10,5,5,4,1,2,2,7
6/6/19,10:50:12,9999,,,,,,,,
6/6/19,10:48:27,8888,,,,,,,,
6/6/19,10:47:45,7777,,,,,,,,
6/6/19,10:47:35,8888,,,,,,,,
6/6/19,10:46:21,9999,10,5,4,5,1,2,2,7
6/6/19,10:46:00,7777,,,,,,,,
6/6/19,10:45:57,8888,,,,,,,,
6/6/19,10:45:53,8888,10,5,4,1,1,2,2,7
6/6/19,10:45:15,8888,4,3,5,4,1,1,2,2
6/6/19,10:42:19,8888,5,5,4,4,1,2,2,7
6/6/19,10:39:59,8888,5,4,2,2,2,1,2,3
6/6/19,10:37:11,8888,,,,,,,,
6/6/19,10:36:20,9999,8,5,3,4,1,1,1,7
6/6/19,10:35:51,7777,9,5,4,5,1,1,2,7
6/6/19,10:34:05,8888,,,,,,,,
6/6/19,10:33:45,7777,7,5,4,4,1,1,1,6
6/6/19,10:32:29,7777,,,,,,,,
6/6/19,10:32:01,9999,10,5,5,5,1,2,2,7
6/6/19,10:31:19,8888,10,5,5,5,1,2,2,7
6/6/19,10:30:41,7777,9,5,4,5,1,1,2,7
6/6/19,10:28:30,9999,10,5,5,5,1,1,1,7
6/6/19,10:28:08,8888,,,,,,,,
6/6/19,10:27:30,7777,,,,,,,,
6/6/19,10:27:09,8888,5,2,5,5,1,1,2,5
6/6/19,10:25:20,7777,6,5,3,3,1,1,2,6
6/6/19,10:24:22,8888,,,,,,,,
6/6/19,10:23:55,8888,9,5,4,4,1,1,2,6
6/6/19,10:22:55,7777,10,5,5,5,1,2,1,7
6/6/19,10:22:20,7777,10,5,5,5,1,1,2,7
6/6/19,10:20:59,7777,9,4,0,5,2,1,2,7
6/6/19,10:20:06,7777,,,,,,,,
6/6/19,10:19:45,7777,8,5,3,4,1,2,1,7
6/6/19,10:18:33,8888,10,5,5,5,1,1,2,7
6/6/19,10:18:23,9999,0,1,1,1,1,1,1,1
6/6/19,10:17:48,9999,10,5,5,5,1,2,1,7
6/6/19,10:17:14,7777,,,,,,,,
6/6/19,10:16:22,7777,9,5,5,4,1,1,1,7
6/6/19,10:15:05,7777,5,5,3,3,1,2,2,7
6/6/19,10:14:21,8888,,,,,,,,
6/6/19,10:10:53,8888,10,5,5,5,1,2,2,7
6/6/19,10:10:53,7777,10,5,5,5,1,1,1,1
6/6/19,10:08:18,8888,1,1,1,1,2,1,2,1
6/6/19,10:08:02,8888,10,5,5,5,1,2,2,7
6/6/19,10:07:07,8888,,,,,,,,
6/6/19,10:07:05,7777,,,,,,,,
6/6/19,10:06:11,7777,,,,,,,,
6/6/19,10:06:09,8888,10,5,5,5,1,2,1,7
6/6/19,10:06:03,7777,9,5,5,5,1,1,2,6
6/6/19,10:05:44,9999,10,5,5,5,1,2,2,7
6/6/19,10:04:09,9999,5,5,2,2,1,1,1,7
6/6/19,10:03:04,7777,,,,,,,,
6/6/19,10:02:15,8888,,,,,,,,
6/6/19,10:02:09,7777,,,,,,,,
6/6/19,10:00:56,7777,,,,,,,,
6/6/19,10:00:45,8888,10,1,1,5,1,2,2,1
6/6/19,10:00:30,8888,,,,,,,,
6/6/19,10:00:21,7777,8,5,4,2,1,2,2,6
6/6/19,10:00:03,7777,10,5,5,5,1,1,1,7
6/6/19,9:59:55,7777,,,,,,,,
6/6/19,9:58:35,8888,10,5,5,5,1,2,2,7
6/6/19,9:58:21,9999,10,5,5,5,1,2,2,7
6/6/19,9:57:50,7777,,,,,,,,
6/6/19,9:56:10,8888,,,,,,,,
6/6/19,9:55:32,9999,5,5,3,1,1,2,2,1
6/6/19,9:50:03,8888,10,5,5,5,1,1,2,7
6/6/19,9:49:56,8888,8,4,4,4,,,,
6/6/19,9:49:11,7777,3,1,5,5,1,1,1,1
6/6/19,9:49:09,9999,5,,,,,,,
6/6/19,9:47:43,7777,,,,,,,,
6/6/19,9:47:31,7777,7,4,4,5,1,2,2,7
6/6/19,9:46:47,7777,9,5,5,4,1,2,1,7
6/6/19,9:46:42,9999,10,5,2,5,1,2,2,7
6/6/19,9:45:48,7777,,,,,,,,
6/6/19,9:43:59,8888,10,5,5,5,1,1,2,7
6/6/19,9:43:59,7777,10,5,5,5,1,1,2,7
6/6/19,9:43:15,7777,,,,,,,,
6/6/19,9:41:32,8888,10,5,5,5,1,1,2,7
6/6/19,9:41:05,8888,,,,,,,,
6/6/19,9:40:54,8888,9,4,4,5,2,2,2,5
6/6/19,9:40:23,7777,,,,,,,,
6/6/19,9:39:12,7777,8,5,2,3,1,1,2,5
6/6/19,9:38:41,9999,,,,,,,,
6/6/19,9:38:16,8888,10,5,5,5,1,2,2,7
6/6/19,9:37:59,9999,5,5,1,1,1,1,1,7
6/6/19,9:36:50,7777,,,,,,,,
6/6/19,9:36:02,7777,1,5,5,5,1,2,2,7
6/6/19,9:35:44,8888,9,5,5,5,1,2,2,7
6/6/19,9:33:45,9999,7,,,,,,,
6/6/19,9:33:11,7777,10,5,5,5,1,1,2,7
6/6/19,9:32:30,7777,8,5,5,5,2,2,2,3
6/6/19,9:31:55,7777,,,,,,,,
6/6/19,9:31:11,8888,9,5,5,5,1,1,1,7
6/6/19,9:29:42,7777,10,5,5,5,1,1,2,7
6/6/19,9:28:12,9999,10,5,5,5,1,2,2,7
6/6/19,9:27:32,8888,,,,,,,,
6/6/19,9:26:35,9999,,,,,,,,
6/6/19,9:26:30,7777,10,5,5,5,1,1,1,7
6/6/19,9:26:07,9999,10,5,5,5,1,2,1,7
6/6/19,9:22:01,8888,,,,,,,,
6/6/19,9:21:22,7777,10,5,5,5,1,1,2,7
6/6/19,9:20:18,7777,0,5,5,5,1,2,2,7
6/6/19,9:19:56,7777,8,4,0,5,1,1,1,5
6/6/19,9:15:40,7777,9,1,4,4,2,1,2,
6/6/19,9:15:35,7777,,,,,,,,
6/6/19,9:13:50,8888,10,5,5,5,1,1,2,7
6/6/19,9:12:44,8888,,,,,,,,
6/6/19,9:12:25,7777,,,,,,,,
6/6/19,9:11:30,7777,9,5,5,5,1,1,2,7
6/6/19,9:10:56,7777,9,5,4,4,1,1,2,7
6/6/19,9:10:46,8888,,,,,,,,
6/6/19,9:08:08,7777,,,,,,,,
6/6/19,9:06:59,7777,,,,,,,,
6/6/19,9:06:39,8888,7,5,3,3,1,1,2,1
6/6/19,9:03:54,9999,,,,,,,,
6/6/19,9:01:59,7777,,,,,,,,
6/6/19,9:00:20,9999,10,5,5,5,2,1,2,7
6/6/19,8:59:25,7777,,,,,,,,
6/6/19,8:58:51,8888,1,5,5,5,1,1,2,7
6/6/19,8:49:07,9999,9,5,4,5,1,2,2,7
6/6/19,8:48:56,7777,9,5,5,5,1,1,1,7
6/6/19,8:48:42,7777,10,5,4,4,1,2,1,7
6/6/19,8:48:42,9999,1,5,5,5,1,1,2,7
6/6/19,8:47:23,7777,,,,,,,,
6/6/19,8:45:37,9999,10,5,5,5,1,1,2,7
6/6/19,8:45:28,7777,10,5,5,5,1,2,1,7
6/6/19,8:45:00,9999,10,5,5,5,1,1,2,7
6/6/19,8:43:35,8888,,,,,,,,
6/6/19,8:42:27,9999,6,5,4,4,1,1,2,7
6/6/19,8:42:13,7777,,,,,,,,
6/6/19,8:41:42,9999,,,,,,,,
6/6/19,8:41:11,7777,,,,,,,,
6/6/19,8:40:26,9999,,,,,,,,
6/6/19,8:38:47,8888,9,5,5,5,1,2,2,1
6/6/19,8:38:40,7777,1,5,5,5,1,2,2,7
6/6/19,8:37:19,7777,,,,,,,,
6/6/19,8:33:51,9999,5,5,1,1,1,1,1,7
6/6/19,8:33:37,7777,9,5,5,,,,,
6/6/19,8:33:34,9999,,,,,,,,
6/6/19,8:32:42,7777,10,5,5,5,1,1,2,7
6/6/19,8:31:49,9999,5,4,4,3,1,1,2,6
6/6/19,8:31:24,9999,10,5,5,5,1,2,2,7
6/6/19,8:29:04,7777,10,5,5,5,1,1,2,7
6/6/19,8:27:27,7777,,,,,,,,
6/6/19,8:26:26,7777,,,,,,,,
6/6/19,8:25:08,7777,10,5,0,5,1,1,1,7
6/6/19,8:22:58,7777,10,5,5,5,1,2,2,7
6/6/19,8:22:49,7777,9,5,5,1,1,,,
6/6/19,8:20:45,7777,,,,,,,,
6/6/19,8:20:34,7777,,,,,,,,
6/6/19,8:19:34,9999,10,5,0,5,1,1,1,7
6/6/19,8:18:43,8888,9,5,4,4,1,1,2,7
6/6/19,8:16:28,7777,,,,,,,,
6/6/19,8:14:39,7777,10,5,4,5,1,2,2,7
6/6/19,8:13:21,7777,10,5,5,5,1,1,2,1
6/6/19,8:12:35,7777,,,,,,,,
6/6/19,8:12:31,7777,,,,,,,,
6/6/19,8:10:41,7777,,,,,,,,
6/6/19,8:10:10,7777,,,,,,,,
6/6/19,8:08:41,7777,10,5,0,5,1,,,
6/6/19,8:07:57,8888,,,,,,,,
6/6/19,8:06:23,7777,10,5,5,5,1,1,2,7
6/6/19,8:05:37,7777,5,5,3,3,1,2,1,7
6/6/19,8:04:04,7777,,,,,,,,
6/6/19,8:03:41,7777,9,5,3,4,,,,
6/6/19,8:03:01,7777,,,,,,,,
6/6/19,8:01:12,7777,,,,,,,,
6/6/19,8:01:04,7777,10,5,5,5,1,1,2,7
6/6/19,7:58:27,7777,6,4,,,,,,
6/6/19,7:57:57,7777,9,5,5,4,1,1,2,7
6/6/19,7:55:25,7777,,,,,,,,
6/6/19,7:53:32,7777,,,,,,,,
6/6/19,7:53:06,7777,,,,,,,,
6/6/19,7:50:06,7777,10,5,5,5,1,1,1,7
6/6/19,7:49:21,7777,,,,,,,,
6/6/19,7:49:02,7777,,,,,,,,
6/6/19,7:46:43,7777,1,5,5,5,1,1,2,7
6/6/19,7:33:14,7777,,,,,,,,
6/6/19,7:31:57,7777,8,4,5,4,2,2,2,6
6/6/19,7:27:55,7777,,,,,,,,
6/6/19,7:24:28,7777,7,5,4,4,,,,
6/6/19,7:24:04,7777,,,,,,,,
6/6/19,7:16:14,7777,,,,,,,,
6/6/19,7:15:53,7777,9,5,4,5,1,2,2,7
6/6/19,7:14:18,7777,,,,,,,,
6/6/19,7:12:44,7777,,,,,,,,
6/6/19,7:12:25,7777,5,4,1,2,1,2,2,1
6/6/19,7:05:58,7777,,,,,,,,
6/6/19,7:05:09,7777,9,5,5,5,1,1,2,7
6/6/19,7:04:33,7777,,,,,,,,
6/6/19,7:04:28,7777,,,,,,,,
6/6/19,7:03:07,7777,,,,,,,,
6/6/19,7:02:45,7777,9,5,4,5,1,2,1,7
6/6/19,7:00:54,7777,,,,,,,,
6/6/19,6:58:26,7777,8,5,5,4,1,1,1,4
6/6/19,6:58:21,7777,,,,,,,,
6/6/19,6:54:06,7777,,,,,,,,
6/6/19,6:53:09,7777,,,,,,,,
6/6/19,6:52:26,7777,,,,,,,,
6/6/19,6:47:46,7777,,,,,,,,
6/6/19,6:47:30,7777,,,,,,,,
6/6/19,6:41:27,7777,,,,,,,,
6/6/19,6:40:39,7777,2,4,0,,,,,
6/6/19,6:38:06,7777,10,5,5,5,1,1,1,7
6/6/19,6:37:52,7777,9,5,4,5,1,2,1,6
6/6/19,6:37:31,7777,,,,,,,,
6/6/19,6:36:31,7777,,,,,,,,
6/6/19,6:35:35,7777,9,5,4,5,1,2,1,7
6/6/19,6:35:34,7777,,,,,,,,
6/6/19,6:34:12,7777,,,,,,,,
6/6/19,6:33:05,7777,,,,,,,,
6/6/19,6:28:37,7777,,,,,,,,
6/6/19,6:21:21,7777,9,5,4,4,1,2,2,7
6/6/19,6:20:36,7777,,,,,,,,
6/6/19,6:15:34,9999,,,,,,,,
6/6/19,6:14:37,7777,7,4,3,2,2,2,1,7
6/6/19,6:12:00,7777,10,5,5,5,1,1,1,7
6/6/19,6:07:49,7777,10,5,5,5,1,1,1,5
6/6/19,6:07:46,7777,9,,,,,,,
6/6/19,6:05:31,7777,,,,,,,,
6/6/19,6:02:06,7777,,,,,,,,
6/6/19,6:00:32,7777,,,,,,,,
6/6/19,5:59:20,7777,,,,,,,,
6/6/19,5:58:40,7777,,,,,,,,
6/6/19,5:55:11,7777,,,,,,,,
6/6/19,5:53:44,7777,,,,,,,,
6/6/19,5:50:45,7777,,,,,,,,
6/6/19,5:49:43,7777,,,,,,,,
6/6/19,5:47:57,7777,8,5,5,4,1,2,2,6
6/6/19,5:45:09,7777,,,,,,,,
6/6/19,5:42:46,7777,10,5,5,5,1,2,2,7
6/6/19,5:40:54,7777,,,,,,,,
6/6/19,5:37:42,7777,10,5,5,5,1,1,1,7
6/6/19,5:35:56,7777,,,,,,,,
6/6/19,5:34:31,7777,,,,,,,,
6/6/19,5:33:52,7777,,,,,,,,
6/6/19,5:33:11,7777,10,5,5,5,1,1,2,7
6/6/19,5:29:24,7777,,,,,,,,
6/6/19,5:24:30,7777,,,,,,,,
6/6/19,5:21:34,7777,10,5,5,5,1,1,1,7
6/6/19,5:21:05,7777,,,,,,,,
6/6/19,5:20:50,9999,,,,,,,,
6/6/19,5:20:32,7777,9,5,3,3,1,2,1,7
6/6/19,5:20:04,7777,0,5,5,5,1,1,2,7
6/6/19,5:19:42,7777,,,,,,,,
6/6/19,5:17:38,7777,,,,,,,,
6/6/19,5:11:24,7777,,,,,,,,
6/6/19,5:08:10,7777,8,4,4,3,1,1,1,5
6/6/19,5:07:12,7777,9,5,5,5,1,1,1,1
6/6/19,5:06:59,7777,9,5,5,5,1,1,1,7
6/6/19,5:04:07,7777,,,,,,,,
6/6/19,5:01:31,7777,0,5,5,5,1,2,1,7
6/6/19,4:57:59,7777,9,5,4,4,1,2,1,7
6/6/19,4:56:20,7777,10,5,5,5,1,1,2,7
6/6/19,4:55:23,7777,,,,,,,,
6/6/19,4:54:43,7777,,,,,,,,
6/6/19,4:53:43,7777,10,5,5,5,1,1,2,7
6/6/19,4:51:59,7777,,,,,,,,
6/6/19,4:40:47,7777,9,5,1,5,1,2,2,7
6/6/19,4:37:51,7777,9,5,5,5,,,,
6/6/19,4:36:56,7777,,,,,,,,
6/6/19,4:36:50,7777,10,5,5,5,1,1,1,7
6/6/19,4:36:32,7777,10,5,5,5,1,2,1,7
6/6/19,4:36:15,7777,0,5,,,,,,
6/6/19,4:30:27,7777,,,,,,,,
6/6/19,4:29:29,7777,10,,,,,,,
6/6/19,4:28:28,7777,,,,,,,,
6/6/19,4:27:24,7777,10,5,1,1,,,,
6/6/19,4:25:00,7777,,,,,,,,
6/6/19,4:24:25,7777,10,5,5,5,1,1,1,7
6/6/19,4:23:05,7777,10,5,1,5,1,1,1,7
6/6/19,4:22:03,7777,,,,,,,,
6/6/19,4:21:57,7777,9,5,5,5,1,1,2,1
6/6/19,4:19:51,7777,,,,,,,,
6/6/19,4:19:11,7777,10,5,4,5,1,2,2,7
6/6/19,4:17:15,7777,,,,,,,,
6/6/19,4:15:43,7777,10,5,3,4,,,,
6/6/19,4:15:25,7777,10,5,5,5,1,2,2,7
6/6/19,4:13:50,7777,9,5,5,5,1,1,2,7
6/6/19,4:10:43,7777,,,,,,,,
6/6/19,4:08:49,7777,,,,,,,,
6/6/19,4:08:25,7777,,,,,,,,
6/6/19,4:05:48,7777,,,,,,,,
6/6/19,4:04:03,7777,,,,,,,,
6/6/19,3:59:54,7777,10,5,4,5,1,1,1,7
6/6/19,3:54:43,7777,,,,,,,,
6/6/19,3:54:39,7777,0,5,1,5,1,2,2,7
6/6/19,3:46:40,7777,,,,,,,,
6/6/19,3:46:28,7777,,,,,,,,
6/6/19,3:46:26,7777,9,,,,,,,
6/6/19,3:43:20,7777,9,5,5,5,1,1,2,7
6/6/19,3:40:02,7777,10,5,5,5,1,1,2,7
6/6/19,3:39:51,7777,,,,,,,,
6/6/19,3:37:06,7777,9,5,5,5,1,1,,
6/6/19,3:31:46,7777,10,5,5,5,1,1,2,7
6/6/19,3:30:02,7777,,,,,,,,
6/6/19,3:28:50,7777,8,4,0,5,1,1,1,5
6/6/19,3:26:11,7777,,,,,,,,
6/6/19,3:25:35,9999,10,5,5,5,1,2,2,7
6/6/19,3:22:52,7777,5,5,5,3,1,1,2,7
6/6/19,3:16:40,7777,9,5,4,4,1,2,1,7
6/6/19,3:15:07,7777,3,5,5,5,1,1,2,7
6/6/19,3:13:49,7777,,,,,,,,
6/6/19,3:13:24,7777,10,5,5,5,1,1,1,7
6/6/19,3:05:34,7777,10,5,4,5,1,1,1,7
6/6/19,3:04:01,7777,,,,,,,,
6/6/19,3:03:13,7777,9,5,3,5,1,2,2,7
6/6/19,3:00:54,7777,,,,,,,,
6/6/19,2:58:47,7777,,,,,,,,
6/6/19,2:56:47,7777,,,,,,,,
6/6/19,2:56:13,7777,,,,,,,,
6/6/19,2:53:12,7777,,,,,,,,
6/6/19,2:40:50,7777,,,,,,,,
6/6/19,2:36:39,7777,,,,,,,,
6/6/19,2:34:35,7777,10,5,5,5,1,1,1,7
6/6/19,2:24:25,7777,7,4,4,3,2,1,1,2
6/6/19,2:14:09,7777,,,,,,,,
6/6/19,2:13:55,7777,10,5,0,5,1,1,,
6/6/19,2:08:30,7777,,,,,,,,
6/7/19,20:04:35,8888,,,,,,,,
6/7/19,20:03:51,9999,7,5,4,3,2,2,1,5
6/7/19,20:03:30,8888,,,,,,,,
6/7/19,20:03:10,8888,10,5,5,5,1,2,1,7
6/7/19,20:02:19,8888,5,5,5,5,1,1,2,5
6/7/19,19:55:03,9999,10,5,5,5,1,1,2,7
6/7/19,19:46:55,8888,10,1,0,5,1,1,1,1
6/7/19,19:44:07,9999,10,5,4,5,1,1,1,7
6/7/19,19:43:39,8888,,,,,,,,
6/7/19,19:21:01,9999,10,5,1,5,1,1,1,7
6/7/19,19:20:16,8888,1,5,4,5,1,1,2,7
6/7/19,19:17:22,9999,10,5,5,5,1,1,2,7
6/7/19,19:16:55,8888,10,5,5,5,1,2,2,6
6/7/19,19:16:55,8888,9,5,1,3,2,1,2,1
6/7/19,19:15:46,8888,,,,,,,,
6/7/19,19:14:44,8888,1,5,5,4,1,2,2,6
6/7/19,19:14:02,8888,10,5,5,5,1,1,2,7
6/7/19,19:12:21,8888,,,,,,,,
6/7/19,19:11:25,9999,5,5,5,5,1,2,1,
6/7/19,19:04:44,9999,10,5,5,5,2,1,2,7
6/7/19,18:55:35,9999,,,,,,,,
6/7/19,18:53:20,9999,,,,,,,,
6/7/19,18:48:43,9999,9,5,4,4,1,2,1,7
6/7/19,18:46:25,9999,10,5,2,4,1,1,2,1
6/7/19,18:45:24,8888,,,,,,,,
6/7/19,18:40:55,8888,,,,,,,,
6/7/19,18:39:49,7777,0,1,0,1,1,2,1,1
6/7/19,18:39:06,9999,10,5,5,4,1,2,1,7
6/7/19,18:33:04,8888,,,,,,,,
6/7/19,18:32:30,8888,10,5,5,5,1,1,1,2
6/7/19,18:30:07,8888,10,5,5,5,1,1,1,7
6/7/19,18:27:48,9999,,,,,,,,
6/7/19,18:20:37,8888,,,,,,,,
6/7/19,18:18:42,9999,10,5,5,5,1,2,1,1
6/7/19,18:15:16,9999,,,,,,,,
6/7/19,18:14:28,8888,,,,,,,,
6/7/19,18:07:07,8888,9,5,5,5,1,1,2,7
6/7/19,18:06:58,8888,9,5,4,4,,,,
6/7/19,18:06:06,8888,8,4,4,4,1,2,2,6
6/7/19,18:04:20,8888,,,,,,,,
6/7/19,18:03:54,8888,10,5,5,5,1,2,2,7
6/7/19,17:59:48,8888,10,5,5,5,1,1,2,7
6/7/19,17:59:43,8888,,,,,,,,
6/7/19,17:58:05,8888,10,5,5,5,,,,
6/7/19,17:57:15,8888,,,,,,,,
6/7/19,17:43:01,9999,9,5,1,1,1,1,2,7
6/7/19,17:38:50,8888,2,2,1,1,2,1,2,2
6/7/19,17:34:52,8888,,,,,,,,
6/7/19,17:30:25,8888,,,,,,,,
6/7/19,17:25:49,9999,,,,,,,,
6/7/19,17:25:20,8888,,,,,,,,
6/7/19,17:24:19,9999,9,5,5,5,1,2,2,7
6/7/19,17:20:41,8888,10,5,5,5,1,1,2,7
6/7/19,17:19:41,8888,8,5,3,2,1,1,2,5
6/7/19,17:12:51,8888,10,5,1,5,1,1,2,1
6/7/19,17:11:08,9999,,,,,,,,
6/7/19,17:07:07,8888,10,5,5,5,1,2,1,1
6/7/19,17:06:07,8888,,,,,,,,
6/7/19,17:01:31,9999,,,,,,,,
6/7/19,16:58:09,9999,10,5,5,5,1,1,1,7
6/7/19,16:57:32,8888,,,,,,,,
6/7/19,16:57:25,8888,5,4,4,4,1,1,2,6
6/7/19,16:55:40,9999,10,5,5,5,1,2,2,7
6/7/19,16:55:40,9999,10,5,5,5,1,1,2,7
6/7/19,16:53:52,8888,8,5,3,4,1,2,2,6
6/7/19,16:52:46,9999,10,5,5,4,1,1,2,5
6/7/19,16:52:21,9999,10,5,5,5,1,2,1,7
6/7/19,16:45:41,8888,9,1,1,3,1,2,2,7
6/7/19,16:45:31,9999,10,5,5,5,1,1,1,7
6/7/19,16:43:19,8888,,,,,,,,
6/7/19,16:39:46,8888,9,5,4,5,1,1,2,6
6/7/19,16:39:14,8888,10,5,0,5,1,2,1,7
6/7/19,16:30:35,9999,1,5,5,5,1,2,1,7
6/7/19,16:30:08,9999,,,,,,,,
6/7/19,16:22:18,8888,,,,,,,,
6/7/19,16:22:07,9999,,,,,,,,
6/7/19,16:21:55,9999,10,5,5,5,1,1,2,1
6/7/19,16:20:23,9999,10,5,5,5,1,1,1,1
6/7/19,16:16:35,9999,9,5,5,5,1,1,2,6
6/7/19,16:11:23,9999,10,5,5,5,1,1,2,7
6/7/19,16:09:29,9999,10,5,5,5,1,1,2,7
6/7/19,16:00:46,8888,,,,,,,,
6/7/19,15:56:52,8888,10,5,5,5,1,2,2,7
6/7/19,15:54:42,9999,,,,,,,,
6/7/19,15:52:37,8888,,,,,,,,
6/7/19,15:52:15,8888,,,,,,,,
6/7/19,15:50:59,8888,8,5,5,5,1,2,1,5
6/7/19,15:48:47,8888,10,5,5,5,1,1,2,7
6/7/19,15:48:25,9999,5,1,5,1,2,2,1,1
6/7/19,15:48:14,8888,5,5,3,5,1,2,2,7
6/7/19,15:48:10,9999,10,5,5,5,,,,
6/7/19,15:46:06,8888,9,2,2,3,1,2,2,7
6/7/19,15:41:39,9999,9,5,2,4,1,2,1,4
6/7/19,15:40:42,9999,5,5,3,,,,,
6/7/19,15:40:00,8888,,,,,,,,
6/7/19,15:38:39,9999,8,5,4,5,2,1,2,6
6/7/19,15:35:11,9999,,,,,,,,
6/7/19,15:34:28,8888,,,,,,,,
6/7/19,15:33:38,8888,10,5,5,5,1,1,2,7
6/7/19,15:33:22,8888,,,,,,,,
6/7/19,15:33:11,8888,6,4,4,2,1,1,2,6
6/7/19,15:32:37,8888,10,5,4,5,1,2,2,7
6/7/19,15:31:42,9999,8,5,4,4,1,1,2,6
6/7/19,15:31:36,8888,,,,,,,,
6/7/19,15:30:14,8888,0,4,2,2,1,1,1,6
6/7/19,15:29:52,8888,,,,,,,,
6/7/19,15:29:10,9999,9,4,4,5,2,2,2,7
6/7/19,15:27:08,8888,0,2,2,1,2,1,2,2
6/7/19,15:25:59,9999,,,,,,,,
6/7/19,15:24:40,8888,10,5,4,,,,,
6/7/19,15:19:45,8888,,,,,,,,
6/7/19,15:18:51,8888,10,5,5,5,1,2,1,
6/7/19,15:18:36,8888,,,,,,,,
6/7/19,15:14:17,9999,10,5,5,5,1,1,2,1
6/7/19,15:14:13,8888,8,5,5,4,1,1,1,1
6/7/19,15:13:49,8888,10,5,5,5,1,1,2,7
6/7/19,15:07:50,8888,7,5,5,4,2,1,2,1
6/7/19,15:07:12,8888,9,5,0,5,1,2,2,7
6/7/19,15:06:53,9999,10,5,5,5,1,1,2,1
6/7/19,15:04:57,9999,,,,,,,,
6/7/19,15:04:08,8888,,,,,,,,
6/7/19,15:02:38,8888,,,,,,,,
6/7/19,15:01:59,9999,10,5,5,5,1,2,1,7
6/7/19,14:59:57,9999,9,5,5,5,1,2,1,7
6/7/19,14:57:23,8888,10,5,5,5,1,2,2,7
6/7/19,14:56:04,8888,10,5,5,5,,,,
6/7/19,14:55:51,8888,10,1,5,5,1,2,1,7
6/7/19,14:54:33,8888,,,,,,,,
6/7/19,14:54:30,9999,10,5,5,5,1,1,1,7
6/7/19,14:49:18,9999,,,,,,,,
6/7/19,14:47:13,9999,9,5,5,5,1,1,2,7
6/7/19,14:45:42,9999,5,2,4,2,1,2,2,2
6/7/19,14:44:01,8888,,,,,,,,
6/7/19,14:43:33,8888,10,5,5,5,,,,
6/7/19,14:41:41,8888,10,5,2,5,1,2,1,7
6/7/19,14:40:41,8888,10,5,5,5,1,1,2,7
6/7/19,14:39:07,8888,8,5,0,5,1,2,2,7
